,JobId,job_descriptions,job links,job titles,Posted By,Posted Time,Employement Status,Location
101,101,"We are looking for an experienced Back-end developer to join our IT team. You will be responsible for the server side of our web applications. If you have excellent programming skills and a passion for developing applications or improving existing ones, we would like to meet you. As a Back-end developer, you’ll work closely with our engineers to ensure system consistency and improve user experience. Ultimately, you should be able to develop and maintain functional and stable web applications to meet our company’s needs.

Responsibilities
Write clean code to develop functional web applications
Participate in the entire application lifecycle, focusing on coding and debugging
Troubleshoot and debug applications
Perform UI tests to optimize performance
Manage cutting-edge technologies to improve legacy applications
Provide training and support to internal teams
Build reusable code and libraries for future use
Liaise with developers, designers and system administrators to identify new features

Requirements
Proven work experience as a Back-end developer
In-depth understanding of the entire web development process (design, development and deployment)
Hands on experience with programming languages like Java, Ruby, PHP and Python
BSc degree in Computer Science or relevant field
Teamwork skills with a problem-solving attitude

Benefits
Private Health Insurance
Paid Time Off
Work From Home
Training & Development
Performance Bonus",https://www.linkedin.com/jobs/view/3117011750/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=SCHOOL_RECRUIT&refId=yaCfjTaXLIa9tMoO3Szazg%3D%3D&trackingId=bH3a%2Fwa11i%2BqE8LqyWoDMg%3D%3D&trk=flagship3_search_srp_jobs,Back End Developer,CadreSpace,1 week ago,Full-time · Mid-Senior level,"Lahore, Punjab, Pakistan"
102,102,"Posted by
Rizwan Masood
Sr. Manager | Technical Recruiter | CHRP Certified | HR Consultant |
Send InMail
Looking for a VERY TALENTED PHP/Laravel developer with excellent Vue.JS skills. Must have worked on a Python based project in the past. Candidate should have excellent English communication skills.

Responsibilities:
Use a variety of programming languages in order to create user-friendly web pages
Writing website code with programming languages such as HTML, C++ and Java
Producing, maintaining and modifying websites and user interfaces
Incorporating applications, graphics, audio and video clips into client websites
Ensuring websites are accessible across many platforms, including laptops and smartphones

Requirements:
He/She must be having atleast 5 to 6 years of relevant experience
Proficiency in website programming languages such as HTML, C#, CSS, Python, C++ and JavaScript
Knowledge of graphics software such as Adobe Suite, Photoshop etc
Understanding of key website design principles and SEO optimization
Ability to test and debug websites",https://www.linkedin.com/jobs/view/2818292231/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=yaCfjTaXLIa9tMoO3Szazg%3D%3D&trackingId=fV2Pq%2B3ouNTOXv8PeqAkkg%3D%3D&trk=flagship3_search_srp_jobs,Sr. Laravel Developer,Future Technologies,1 week ago,Full-time,"Karāchi, Sindh, Pakistan"
103,103,"Posted by
Jenny Shroff
Head Management at MS Global Inc
Send InMail
We are hiring a A FULL-STACK DEVELOPER/SENIOR BACK-END DEVELOPER/ LARAVEL DEVELOPER.
Free Pick And Drop Provided.
Selected Candidates will be issued with a company maintained bike 100-200CC after getting permanent
RESPONSIBILITIES:
Key responsibility is to deliver backend functionality/services for our client’s projects by using Laravel and Core PHP.
ensuring the consistency of work across the team.
Fix bugs in the existing code database and API creation.
Responsible to define and implement effective web development techniques and methodologies.
Expected to manage C-panel on Linux and VPS.
SKILLS/REQUIREMENTS:
Strong hands-on Laravel and core PHP.
Sound-grip on APIs creation and implementation.
Payment gateway integration.
Understanding of user interface workflows.
BENEFITS:
Bonuses (Project-based)
Smart Salary Packages.
An opportunity to boost your career in our Dubai branch with lifestyle.
Job Type: Full-Time
Shift: Morning/ Evening
Experience: 2 year or more
Job Type: Full-time
Salary: Rs50,000.00 - Rs90,000.00 per month",https://www.linkedin.com/jobs/view/3104736194/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=yaCfjTaXLIa9tMoO3Szazg%3D%3D&trackingId=1irbkSgrxQk3CzLX%2F7lPwA%3D%3D&trk=flagship3_search_srp_jobs,Back End Developer,MS Global Inc,2 weeks ago,Full-time,"Karāchi, Sindh, Pakistan"
104,104,"Posted by
Faheem Ullah Gigyani
Website Developer
Send InMail
Job description

The ideal candidate will efficiently and quickly write PHP in a timely and scalable way in order to improve the code-base of the projects in meaningful ways. They should also be experienced in contributing to the whole software design lifecycle.


Title: PHP Laravel Developer

Timings: Morning (09AM - 06PM)

Skills and Requirements:

Strong knowledge of PHP frameworks ( Laravel ) Experience in HTML, and CSS.
Working knowledge of Restful APIs and web services can integrate third party APIs.
Payment Merchant Integration ( PayPal, Stripe, etc)
Strong knowledge of JavaScript, JQuery, and AJAX.
Good concepts of database.
Write clean, well-designed code
Troubleshoot and test core product software to ensure strong optimization
Understanding of object-oriented PHP programming.

Job Type: Full-time",https://www.linkedin.com/jobs/view/3116270446/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=yaCfjTaXLIa9tMoO3Szazg%3D%3D&trackingId=XiYF3vyEwMOyv9S3qTkmLA%3D%3D&trk=flagship3_search_srp_jobs,Laravel Developer,Last Wave Technology,1 week ago,Full-time,"Peshawar, Khyber Pakhtunkhwa, Pakistan"
105,105,"Posted by
Muhammad Hassan
Project Manager at Techlo9 | Full Stack Dev | HTML5, CSS3, jQuery, PHP | WordPress Developer
Send InMail
We are looking for an experienced and passionate WordPress Developer to join our team! As a WordPress Developer at our company, you will be responsible for both back-end and front-end development, including creating WordPress themes and plugins.

Responsibilities

Designing and implementing new features and functionality
Establishing and guiding the website’s architecture
Ensuring high-performance and availability, and managing all technical aspects of the CMS
Helping formulate an effective, responsive design and turning it into a working theme and plugin.

Requirements and Qualifications

Good understanding of front-end technologies, including HTML5, CSS3, JavaScript, jQuery
Experience building user interfaces for websites and/or web applications
Experience designing and developing responsive design websites
Comfortable working with debugging tools like Firebug, Chrome inspector, etc.
Ability to understand CSS changes and their ramifications to ensure consistent style across platforms and browsers
Ability to convert comprehensive layout and wireframes into working HTML pages
Knowledge of how to interact with RESTful APIs and formats (JSON, XML)
Proficient understanding of code versioning tools such as Git, Bitbucket, etc.
Strong understanding of PHP back-end development",https://www.linkedin.com/jobs/view/2917171283/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=yaCfjTaXLIa9tMoO3Szazg%3D%3D&trackingId=h8bnPPXMURfWhsKmmIB7AA%3D%3D&trk=flagship3_search_srp_jobs,Wordpress Developer,Techlo9,1 day ago,Full-time,"Faisalabad District, Punjab, Pakistan"
106,106,"Posted by
Muhammad Umar Javid
Founder & CEO
Send InMail
We are hiring Laravel Developer
A Laravel developer is a web developer specialized in developing web applications using Laravel Framework within PHP programming language.
Laravel Developer Duties and Responsibilities
Laravel Developer job description should contain a variety of functions and roles including:
Develop, record and maintain cutting edge web-based PHP applications on portal plus premium service platforms
Build innovative, state-of-the-art applications and collaborate with the User Experience (UX) team
Ensure HTML, CSS, and shared JavaScript is valid and consistent across applications
Prepare and maintain all applications utilizing standard development tools
Utilize backend data services and contribute to increase existing data services API
Lead the entire web application development life cycle right from concept stage to delivery and post launch support
Convey effectively with all task progress, evaluations, suggestions, schedules along with technical and process issues
Document the development process, architecture, and standard components
Coordinate with co-developers and keeps project manager well informed of the status of development effort and serves as liaison between development staff and project manager
Keep abreast of new trends and best practices in web development
Laravel Developer Requirements / Skills / Qualifications
Laravel Developer job description should include these common skills and qualifications:
BSc/MSc degree in Computer Science, Engineering, MIS or similar relevant field
Previous working experience as a PHP / Laravel developer for (x) year(s)
In depth knowledge of object-oriented PHP and Laravel 5 PHP Framework
Hands on experience with SQL schema design, SOLID principles, REST API design
Software testing (PHPUnit, PHPSpec, Behat)
MySQL profiling and query optimization
Creative and efficient problem solver
Address:
Tanveer Tower, 2nd Floor, Gohad Pur Road, Near Habib Metro Bank, Sialkot, Punjab, Pakistan-51310
Google Map Location: https://goo.gl/maps/QWKjJFRLotK1E7s8A
You can send your resume at the following sources.
1)- jobs@technosofts.net
2)- https://technosofts.net/careers/
Or Contact at below mentioned phone numbers.
Phone # 0300-0204135 | 052-4270068",https://www.linkedin.com/jobs/view/2669470489/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=yaCfjTaXLIa9tMoO3Szazg%3D%3D&trackingId=ETF9xmiYoqVPmvuCruGJOQ%3D%3D&trk=flagship3_search_srp_jobs,We are hiring Laravel Developer,TechnoSofts,3 weeks ago,Full-time,"Sialkot, Punjab, Pakistan"
107,107,"Ranglerz Digital Marketing, is proficient Web Development, Mobile Apps Development, Internet Marketing and Software Solution Company based in Lahore, Pakistan. We offer an extensive range of services to reach your targeted spectators and carve up your valuable information focusing on retaining your customers. Our service includes Web application development, Website designing, Corporate profiles and presentations, E-commerce solutions, Application development, maintenance, and re-engineering, Mail gateways, Web hosting solutions, Search Engine Optimization, and Flash development.

Formed in the winter of 2013 by lifelong brothers, from its humble beginnings as a little-big idea, Ranglerz Digital Marketing has grown through the years into the dynamic development team it is today. We've the proven experience and proficiency in designing website that accomplish something by bringing in enquiries, which generate sales and are an asset to your business. As a website design company we offer a full-circle loom in website design & web development where the actual web designing effort covers. Our website designing services covers strategic planning, business intelligence, creative, application development, product / service promotion & solution maintenance.

Most of our time goes in considerate your business objectives, defining the problem and to conclude designing the best possible solution. Your website can offer you the best return for your investment, if done correctly.

We understand the every company has a unique requirement when it comes to web designing. Where our responsibility is to project that uniqueness and make the website stand out from its competition. Contrasting a run-of-the-mill website designing we make it a spot to convey a distinguishing look to your website. Our web designing experts ensure that your website is search engine friendly according the Google’s parameter, aesthetically appealing and user friendly.

Our Vision Statement Is Simple

Our vision is to become the leader in IT industry offering unrivaled solutions, service and support to the benefit of our customers - organizations, businesses, local communities - and the Internet user.

Our Mission

Our mission is to provide an attractive range of design and development ideas, publishing and marketing strategies designed to encourage businesses and organizations to establish an Internet presence with us. We will achieve this by optimum use of Internet technology, maintaining and developing skills levels, driven by our enthusiasm, creativity and personalized service.

Our Values

As a company, and as individuals, we value integrity, honesty, openness, personal excellence, constructive self-criticism, incessant self-improvement, and reciprocated respect. We are committed to our clients and partners and have a passion for new technologies. We take on big challenges, and pride ourselves on seeing them through. We hold ourselves accountable to our customers, shareholders, partners, and employees by honoring our commitments, providing results, and pushy for the highest quality. Our Motto is “Provide the big values on time and under budget”. We convey what we promise. Our Work is based on the belief that your site must be better than all your competitors in order to produce results

Our Core Expertise

ü Website Design & Development

ü Web Application Development

ü Content Management System / CMS

ü E-Commerce Solutions

ü Android App Development

ü IOS App Development

ü Payment Gateway Integration Services

ü Internet Marketing

ü Search Engine Optimization / SEO

ü App Store Optimization / ASO

ü Domain Name Registration

ü Corporate Hosting Services

ü ERP System

ü Inventory Management System

ü School Management System

ü Point of Sales System

ü Factory Management System

The Role

You Will Be Responsible For
Writing well-designed, testable and efficient code.
Gathering and evaluating user feedback.
Working as a part of a dynamic team to deliver winning products.
Providing code documentation and other inputs to technical documents.
Supporting continuous improvement by investigating alternatives and new technologies and presenting these for architectural review.
Troubleshooting and debugging to optimise performance.
Ideal Profile
You possess a Degree/Diploma in Computer Science, Engineering or related field.
You have at least 1 year experience, ideally within a Software Engineer role.
You possess strong knowledge of CakePHP, CodeIgniter, HTML5 / CSS, HTML, Laravel, PHP, React Native and ReactJS.
You are a strong team player who can manage multiple stakeholders
You are adaptable and thrive in changing environments
You pay strong attention to detail and deliver work that is of a high standard
What's on Offer?
Join a well known brand within IT Software
Excellent career development opportunities
Work within a company with a solid track record of success",https://www.linkedin.com/jobs/view/3108910545/?eBP=JOB_SEARCH_ORGANIC&refId=yaCfjTaXLIa9tMoO3Szazg%3D%3D&trackingId=wGpy%2BwPzcI0ksR5HnR%2BH4g%3D%3D&trk=flagship3_search_srp_jobs,Web Developers,Ranglerz,2 weeks ago,Full-time · Entry level,"Lahore, Punjab, Pakistan"
108,108,"Posted by
Yahya Aryan
Software Consultant - BPO Operations Management - Accounting and Billing - Software Development (Vue JS, Laravel, ASP.net, Android & IOS) - Social Media Marketing Management
Send InMail
We are looking for a Laravel & Vue.js front-end developer with at least 3-5 years of experience to join a team working on product development with cross-functional teams. The ideal candidate will be responsible for developing high-quality applications. They will also be responsible for designing and implementing testable and scalable code.

Essential Skills
2+ years of software development experience in Laravel, PHP/MySQL,
1.5+ years of experience in VueJs 2 and JavaScript (including ES6)
Good understanding of Single Page Applications and REST-based services.
Understanding of OOP principles and MVC frameworks]
Proficiency in PHP, MYSQL and JQuery, HTML, JavaScript
Experience with creating APIs for third parties and consuming third-party APIs will be a plus
A solid understanding of how web applications work including security, session management, and best development practices
Good knowledge of relational databases, version control tools, and developing web services

Responsibilities

Analyze and maintain existing software applications
Design highly scalable, testable code
Develop web applications using Laravel and Vue.js.
Communicate the technical vision to the engineering teams..
Lead implementation of technical and infrastructure initiatives to support architecture decisions.
Consult the engineering team with ongoing projects. Help them align solutions with our architecture vision and industry best practices.
Make software design (application-level) decisions with the team, take software architecture topics for further consideration and unification.
Qualifications
Bachelor's degree or equivalent experience in Computer Science or related field
Development experience of modern web apps with Javascript
Advantage: Experience with developing containerized applications with CI/CD",https://www.linkedin.com/jobs/view/3126017471/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=yaCfjTaXLIa9tMoO3Szazg%3D%3D&trackingId=YKVvBoajMYukpOw4Z5Xjtw%3D%3D&trk=flagship3_search_srp_jobs,Laravel and Vue JS Developer,Integrated IT Solutions,6 days ago,Full-time,"Rawalpindi, Punjab, Pakistan"
109,109,"Posted by
Rachael Myth
HR Manager at MS Global Inc
Send InMail
We are hiring a BACK-END DEVELOPER/ LARAVEL DEVELOPER.
Free Pick And Drop Provided.
Selected Candidates will be issued with a company maintained bike 100-200CC after getting permanent
RESPONSIBILITIES:
Key responsibility is to deliver backend functionality/services for our client’s projects by using Laravel and Core PHP.
ensuring the consistency of work across the team.
Fix bugs in the existing code database and API creation.
Responsible to define and implement effective web development techniques and methodologies.
Expected to manage C-panel on Linux and VPS.
SKILLS/REQUIREMENTS:
Strong hands-on Laravel and core PHP.
Sound-grip on APIs creation and implementation.
Payment gateway integration.
Understanding of user interface workflows.
BENEFITS:
Bonuses (Project-based)
Smart Salary Packages.
An opportunity to boost your career in our Dubai branch with lifestyle.
Job Type: Full-Time
Shift: Morning/ Evening
Experience: 2 year or more
Job Type: Full-time
Salary: Rs50,000.00 - Rs85,000.00 per month
Edit job
Open

View public job page",https://www.linkedin.com/jobs/view/3105177099/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=yaCfjTaXLIa9tMoO3Szazg%3D%3D&trackingId=dUVTd0jVDZEJiLV%2FOKRM4g%3D%3D&trk=flagship3_search_srp_jobs,Back End Developer,MS Global Inc,2 weeks ago,Full-time,"Karāchi, Sindh, Pakistan"
110,110,"Job Purpose

The Senior Backend Engineer will work with the current backend team to implement an innovative and state-of- the-art online platform. Talent and personality are important to us, so we are looking for someone who is passionate about software building, excited about coming in and who can think systematically, implement quickly, and innovate eagerly.

Job Responsibilities
Design, implement and launch scalable microservices in the platform.
Produce technical design documentation for other teams to consume.
Design, architect and solution for new components along with software architects and product owners.
Manage peer code-reviews and write unit, functional and integration testing to maintain high quality standards.
Provide technical expertise in developing solutions to complex software engineering problems, which require frequent use of ingenuity and creativity.
Propose new technologies, frameworks and tools to improve the product, team efficiency or process.
Collaborates well with other engineers and other engineering groups, voluntarily shares information.
Mentors and nurture other team members and help them grow.
Proactive, responsible and reliable in design, suggesting new methods, implementation and delivery.

Desired Skills And Experience
7+ years of experience in backend development with a focus in software architecture.
Solid programming experience with Typescript/Javascript, REST and NodeJS technologies with extensive technical knowledge in server side programming.
Experience in systems integration and communication.
Experience in the NestJS framework.
Experience working in microservices architecture and familiar with concepts like service mesh, service discovery and event driven architectures.
Solid experience with source code management tools, specifically Git.
Good knowledge of database technologies both RDBMS and No-SQL, specifically MongoDB, Postgres and MySQL.
Exposure to distributed systems like RabbitMQ, Kafka and Redis.
Knowledge of SOLID principles for writing clean code.
Very good communication skills.
Ability to mentor software developers and explain their designs in layman terms.
Ability to learn and evaluate new technology.",https://www.linkedin.com/jobs/view/3122398832/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=yaCfjTaXLIa9tMoO3Szazg%3D%3D&trackingId=ZU8Uu5ksEDsSeH2lq8dwbQ%3D%3D&trk=flagship3_search_srp_jobs,Senior Backend Engineer,Qureos,1 week ago,Full-time · Associate,Pakistan
111,111,"Posted by
sana chaudhry
Recruiter
Send InMail
Roles and Responsibilities
Actively participate in the overall application lifecycle.
Focus on coding and debugging.
Collaborate with front-end developers.
Define and communicate technical and design requirements.
Build a high-quality reusable code that can be used in the future.
Create sustainable and functional web applications with clean codes.
Learn about new technologies and stay up to date with current best practices.
Conduct UI tests and optimize performance.
Train, help, and support other team members.
Requirements
Hands-on backend development experience.
Knowledgeable of front-end technologies and platforms, such as JavaScript, HTML5, and CSS3.
Good understanding of server-side Java frameworks
Capability to integrate multiple data sources and databases into one system.
BS in Computer Science or a related field.
Skills
Knowledge of Java build tools
Experience with Java EE components
Experience with Java Web frameworks
Experience using Java testing tools for finished code
Knowledge of the use of Java application containers
Ability to communicate effectively with management or clients
Ability to analyze the code while it is under construction
Excellent problem-solving skills
Proficiency in Java, with a good understanding of its ecosystems
Sound knowledge of Object-Oriented Programming (OOP) Patterns and Concepts
Familiarity with different design and architectural patterns
Skill for writing reusable Java libraries
Knowhow of Java concurrency patterns
Basic Understanding of the concepts of MVC (Model-View-Controller) Pattern, JDBC (Java Database Connectivity), and RESTful web services
Ability to write clean, readable Java code
Basic knowhow of class loading mechanism in Java",https://www.linkedin.com/jobs/view/3087857828/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=yaCfjTaXLIa9tMoO3Szazg%3D%3D&trackingId=N0J2F5T%2FdERQxkas9lylTA%3D%3D&trk=flagship3_search_srp_jobs,Back End Developer,1 Machine Software,4 weeks ago,Full-time,"Lahore, Punjab, Pakistan"
112,112,"Posted by
Muhammad Usman
Founder at WonderTree
Send InMail
Looking for .NET backend developer
Expertise required in:

- ASP.NET MVC 5
- ASP.NET Core
- Entity Framework
- SQL Queries
- Java Script
- OWASP Top 10
- Rest API

Participate in requirements analysis with vulnerabilities and penetration team
- Write clean, scalable code using .NET programming languages
- Test and deploy applications and systems
- Revise, update, refactor and debug code
- Serve as an expert on applications and provide technical support",https://www.linkedin.com/jobs/view/3119651667/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=yaCfjTaXLIa9tMoO3Szazg%3D%3D&trackingId=n0KUKPbQRFm%2Fc%2Fu1FROQbA%3D%3D&trk=flagship3_search_srp_jobs,Back End Developer,WonderTree,1 week ago,Full-time,"Karāchi, Sindh, Pakistan"
113,113,"***We hire all positions remotely***

cloaked is on a mission to bring humanity to the internet. We are a privacy startup dedicated to consumer trust and believe the consumer should be in control of how their personal data is used. Our vision is to create an internet that serves the needs of its users first and foremost — with individual privacy and opt-in at the core. Imagine if you had a virtual cloak for every online account and website you joined — Facebook, Amazon, Twitter etc. — only you got to choose what information you shared with them, and could control how long it's used for? That’s cloaked.

What will you do?

Lead the roadmap and architecture of the systems you own, identifying improvements that will enable new functionality and features

Take responsibility for the stability and uptime of the systems you own

Lay foundations to scale the system as cloaked grows!

Collaborating with cross-functional groups - frontend, design, etc., leading to innovation

Building infrastructure to support a modern cloud application with broad integration capacities

What skills will help you?

Industry experience building and maintaining high-quality software

Require experience on Django/Python

Experience building scalable platforms

Track record of leading high-quality designs, code, tools, and large-scale systems

Experience building and deploying robust and secure web APIs

What do we like?

Passionate about security and internet ethics

ML experience or interest

Experience in DevOps and CI/CD

Knowledge of cloud application security models

Curiosity for industry trends and technological advancements in software

Startup or growth-stage experience

Passion about security and internet ethics

OUR VALUES:

Make the impossible, possible

Make it possible, quickly

Make it possible, respectfully

Keep consumer privacy paramount

Our values

Make the impossible, possible

Make it possible, quickly

Make it possible, respectfully

Keep consumer privacy paramount",https://www.linkedin.com/jobs/view/3121853536/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=yaCfjTaXLIa9tMoO3Szazg%3D%3D&trackingId=%2FRGjb725aVDn2hfkMFBYaA%3D%3D&trk=flagship3_search_srp_jobs,Backend Engineer (APAC EMEA),cloaked,3 weeks ago,Full-time · Entry level,APAC
114,114,"Established in 2006, Bramerz is considered to be one of the leading digital agencies of Pakistan and with a team of 100+, there is immense experience working on products, projects & campaigns of varied domains & sizes.

Our founders come with a diverse background of working at companies like Google, Facebook, Twitter, ASUS, Red Bull, Akzo Nobel and are considered to be the thought leaders in their domains and along with other key members of our team talk frequently at various conferences and events.

Working at an intersection of technology and media, our expertise lie in the areas of Digital Strategy, Creative, Search Engines, Media, PR & Technology and beyond our services wing, there is an in-house venture arm that works on cutting edge solutions to fuel our own product initiatives.

The Role

WordPress Developer Responsibilities
Designing and building the website front-end.
Creating the website architecture
Custom development
Designing and managing the website back-end including database and server integration.
Generating & customizing WordPress themes and plugins.
Core upgrades of website.
Conducting website performance tests.
Troubleshooting content responsiveness issues.
Conducting WordPress training with the client.
Monitoring the performance of the live website & website Speed optimization
Monthly Website backups and repositories update.
Ideal Profile

WordPress Developer Requirements
Bachelor’s degree in Computer Science or a similar field.
Proven work experience as a WordPress Developer.
Knowledge of front-end technologies including CSS3, JavaScript, HTML5, and jQuery.
Knowledge of code versioning tools including Git, Mercurial, and SVN.
Experience working with debugging tools such as Chrome Inspector and Firebug.
Good understanding of website architecture and aesthetics.
Ability to project manage.
Good communication
What's on Offer?
Join a well known brand within IT Software
Great work environment",https://www.linkedin.com/jobs/view/3130750783/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=yaCfjTaXLIa9tMoO3Szazg%3D%3D&trackingId=vyjP1MpRiukUw%2BxHkXB07g%3D%3D&trk=flagship3_search_srp_jobs,Wordpress Developer,Bramerz,3 days ago,"PKR480,000/yr - PKR720,000/yr · Full-time · Entry level","Lahore, Punjab, Pakistan"
115,115,"Posted by
Aliyun Raza
Human Resource Executive
Send InMail
Job Description:
LINKITSOFT is looking for a Senior Back End Node js Developer. Your duties will include managing Node js application development while providing expertise in the full software development lifecycle, from concept and design to testing.

You may also drop your CV at career@linkitsoft.com with subject “Node js Developer”.

Responsibilities:
Experience in Node.js including some frameworks like Express etc.
Working knowledge on AWS / azure products such as DynamoDB, Redis, S3, IAM roles, programmatically be able to read and write to these services via the APIs.
Familiar with CI/CD and managing deployment pipelines. Have used CI/CD tools such as GitHub actions, Travis, AWS code pipeline previously.
JSON API experience.
ES6 minimum experience / ES2020 exposure ideal.
Requirements:

1+ years of full stack development experience in Node.js including some frameworks like Express etc.
AWS Certifications / Significant AWS experience.
Previous Lambda development experience
Agile software development experience.
Experience with version control systems (we use Git)


Note:

Only shortlisted candidates will be contacted.
Avoid sharing irrelevant CVs.
Job Details: Company: LINKITSOFT
Type: Full-Time Job / Contract Basis
Location: Karachi, Sindh, Pakistan",https://www.linkedin.com/jobs/view/3119660149/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=yaCfjTaXLIa9tMoO3Szazg%3D%3D&trackingId=Eq7W54eL%2Ft4H3%2BJJAGA%2FaQ%3D%3D&trk=flagship3_search_srp_jobs,Back End Developer,Linkitsoft,1 week ago,Full-time,"Karāchi, Sindh, Pakistan"
116,116,"Posted by
Mohammad Quaid
Freelance I.T Service Provider Remote - Web Developer - SEO - Web Hosting - Server Management - Web Solutions
Send InMail
The ideal candidate is a highly resourceful and innovative developer with extensive experience in the layout, design and coding of websites specifically in PHP format. You must also possess a strong knowledge of web application development using PHP programming language and MySQL Server databases.
Responsibilities
Perform a mix of maintenance, enhancements, and new development as required
Work in a data analyst role and with business intelligence applications
Document features, technical specifications & infrastructure Responsibilities
Work cross-functionally to convert business needs into technical specifications

Qualifications
3+ years' of experience in web development and software design
Expertise in front-end technologies (HTML, JavaScript, CSS), PHP frameworks, and MySQL databases",https://www.linkedin.com/jobs/view/3098750523/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=yaCfjTaXLIa9tMoO3Szazg%3D%3D&trackingId=h1LkFq3lP9rJh89tIWisGQ%3D%3D&trk=flagship3_search_srp_jobs,PHP Zend Framework Developer,CareersInGulf - UAE Dubai - Middle East Gulf Best Free Job Site and Recruiting Services,3 weeks ago,Temporary,"Khyber Pakhtunkhwa, Pakistan"
117,117,"Digiwised is looking to hire an experienced Senior WordPress Developer to join our growing company!

The ideal candidate should be able to help us create & customized WordPress themes/plugins. You will be required to understand the requirements needed from the website and utilize the WordPress platform and your coding skills to create the final product. You must test and debug your code to ensure the functionality of the website.

Qualified and Interested candidates to share their resume via linkedin or at careers@digiwised.com",https://www.linkedin.com/jobs/view/3132909647/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=yaCfjTaXLIa9tMoO3Szazg%3D%3D&trackingId=9rGCKvfDe36h9D55lZOS3g%3D%3D&trk=flagship3_search_srp_jobs,Wordpress Developer Backend,Digiwised,1 day ago,Full-time,"Karachi Division, Pakistan"
118,118,"Posted by
Syed Wajahat Ali
Human Resource Officer
Send InMail
We have an exciting opportunity for those who have extraordinary ability to understand CSS changes to have consistent style across platforms and browsers, ability to convert comprehensive layout and wireframes into working HTML pages, through understanding of the Software Development Lifecycle and ability to translate client’s needs to technical specifications.
KNYSYS is looking for a competent PHP - CMS(Drupal) Developer. You will be a part of a full-stack creative team that is responsible for all aspects of the ongoing software development from the initial specification, through to developing, testing and launching.

Job Duties and Responsibilities:

Active participation in all UI / UX decisions
Contribute actively to the continuous development of process and product
Creating user interfaces for websites and web applications
Designing and building responsive design websites
Prior working experience with Firebug, Chrome Inspector, etc.
Converting comprehensive layouts and wireframes into working HTML
Building responsive websites using Drupal CMS, HTML, CSS, and JS
Identifying and troubleshooting issues in the code
Work within deadlines to complete polished and finished projects
Provide solutions to issues and suggestions for improvements.
Designing and implementing new features to the system
Ensuring optimal performance
Providing innovative and new features to keep the system up-to-date
Collaborating with front-end developers for functional and intuitive implementation
Coordinate with peers, project managers, and clients to ensure project accuracy

Job Specifications:

Ownership, Integrity, Consistency and Punctuality
Bachelor’s/Master’s degree in Computer Science or a similar subject is required
2-3 years of Drupal Theming and Front-End Development experience
Experience working with Drupal's main modules, such as CTools, Views, Rules, and so on
Working knowledge of several programming languages, preferably HTML, CSS, JS, and others
Strong collaborative spirit
Strong time management
Strong analytical skills and attention to detail
Exposure to Agile environment
Experience with PHP development
Strong architectural ability including familiarity with data, display, and information architecture
Ability to create custom Drupal modules
Strong troubleshooting skills to fix bugs

What will you get from Knysys?

We offer the experience of a lifetime working with a dynamic, open-minded and diverse team, who are excited to come to work every day and passionate about what they do and the clients they help
Competitive compensation
Medical benefits, Overtime compensation and performance reviews
A great culture with much more along the way.",https://www.linkedin.com/jobs/view/3095259052/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=yaCfjTaXLIa9tMoO3Szazg%3D%3D&trackingId=nNHmaHivXo3pYaDbHZ6QJw%3D%3D&trk=flagship3_search_srp_jobs,PHP - CMS(Drupal) Developer,KNYSYS,3 weeks ago,Full-time,"Karāchi, Sindh, Pakistan"
